gender,event,medal,athlete,abb,country,type,year
Men,Discus Throw A,Bronze,ZYSKOWSKI Ryszard,POL,Poland,Athletics,1980
Men,Discus Throw B,Gold,GODLEWSKI Andrzej,POL,Poland,Athletics,1980
Men,Discus Throw B,Silver,KARLSSON Gosta,SWE,Sweden,Athletics,1980
Men,Discus Throw C,Gold,JOSEFIAK Hans,FRG,Germany,Athletics,1980
Men,Discus Throw C,Silver,HEAVER A.,CAN,Canada,Athletics,1980
Men,Discus Throw C1,Gold,MAMINSKI Mieczyslaw,POL,Poland,Athletics,1980
Men,Discus Throw C1,Bronze,PIATKOWSKI Henryk,POL,Poland,Athletics,1980
Men,Discus Throw CP C,Bronze,ROSS Rick,USA,USA,Athletics,1980
Men,Discus Throw CP D,Silver,BECKE Tom,USA,USA,Athletics,1980
Men,Discus Throw CP D,Bronze,KELLY Jack,USA,USA,Athletics,1980
Men,Discus Throw D,Gold,POPLAWSKI Andrzej,POL,Poland,Athletics,1980
Men,Discus Throw D,Silver,ZMITROWICZ Andrzej,POL,Poland,Athletics,1980
Men,Discus Throw D1,Gold,JEROME John,USA,USA,Athletics,1980
Men,Discus Throw D1,Silver,BRYANT Richard,USA,USA,Athletics,1980
Men,Discus Throw E,Gold,BEEZ Alois,FRG,Germany,Athletics,1980
Men,Discus Throw E,Silver,DABROWSKI Jerzy,POL,Poland,Athletics,1980
Men,Discus Throw F,Silver,LEONARD Dan,CAN,Canada,Athletics,1980
Men,Discus Throw F,Bronze,ALBERTS H.,NED,Netherlands,Athletics,1980
Men,Discus Throw J,Gold,PALUCH Stanislaw,POL,Poland,Athletics,1980
Men,Discus Throw J,Silver,SADLER Philip,GBR,Great Britain,Athletics,1980
Men,Discus Throw J,Bronze,VINCENT D.,CAN,Canada,Athletics,1980
Men,Discus Throw 2,Bronze,TUSA Robert,USA,USA,Athletics,1980
Men,Discus Throw 3,Bronze,RUSSELL Eric,AUS,Australia,Athletics,1980
Men,Discus Throw 4,Gold,REIMER Eugene,CAN,Canada,Athletics,1980
Men,Discus Throw 4,Bronze,GREGG S.,GBR,Great Britain,Athletics,1980
Men,Discus Throw 5,Gold,CLARK Raymond,SWE,Sweden,Athletics,1980
Men,Discus Throw 5,Silver,SKRZYPEK Jerzy,POL,Poland,Athletics,1980
Men,Discus Throw 5,Bronze,AHRENS Rene,AUS,Australia,Athletics,1980
Men,Javelin 1C,Gold,SPIESS Guenter,FRG,Germany,Athletics,1980
Men,Javelin 1C,Silver,HENKER Siegmar,FRG,Germany,Athletics,1980
Men,Javelin 1C,Bronze,JAGIELA Jozef,POL,Poland,Athletics,1980
Men,Javelin B,Silver,MAROIS G.,CAN,Canada,Athletics,1980
Men,Javelin B,Bronze,GODLEWSKI Andrzej,POL,Poland,Athletics,1980
Men,Javelin C,Silver,HEAVER A.,CAN,Canada,Athletics,1980
Men,Javelin C,Bronze,KUEHNEL E.,FRG,Germany,Athletics,1980
Men,Javelin C1,Gold,LAPALME Denis,CAN,Canada,Athletics,1980
Men,Javelin C1,Silver,PIATKOWSKI Henryk,POL,Poland,Athletics,1980
Men,Javelin C1,Bronze,NAMINSKI Mieczyslaw,POL,Poland,Athletics,1980
Men,Javelin CP C,Bronze,VAN DER MAREL T. A.,NED,Netherlands,Athletics,1980
Men,Javelin CP D,Silver,MOWERY Charles,USA,USA,Athletics,1980
Men,Javelin D,Gold,ZMITROWICZ Andrzej,POL,Poland,Athletics,1980
Men,Javelin D,Silver,SUR Leon,FRA,France,Athletics,1980
Men,Javelin D,Bronze,BOTTEMANNE Bert,NED,Netherlands,Athletics,1980
Men,Javelin D1,Gold,JEROME John,USA,USA,Athletics,1980
Men,Javelin E,Gold,DABROWSKI Jerzy,POL,Poland,Athletics,1980
Men,Javelin E,Silver,BEEZ Alois,FRG,Germany,Athletics,1980
Men,Javelin F,Gold,LEONARD Dan,CAN,Canada,Athletics,1980
Men,Javelin F,Bronze,ALBERTS H.,NED,Netherlands,Athletics,1980
Men,Javelin J,Gold,SADLER Philip,GBR,Great Britain,Athletics,1980
Men,Javelin J,Bronze,PALUCH Stanislaw,POL,Poland,Athletics,1980
Men,Javelin 2,Gold,LEVESTONE J.,NED,Netherlands,Athletics,1980
Men,Javelin 2,Silver,TUSA Robert,USA,USA,Athletics,1980
Men,Javelin 2,Bronze,WEYERS J. F. G.,NED,Netherlands,Athletics,1980
Men,Javelin 3,Silver,LEVIS Reno,USA,USA,Athletics,1980
Men,Javelin 4,Gold,BENZ E.,FRG,Germany,Athletics,1980
Men,Javelin 4,Silver,SCHUHBAUER Johann,FRG,Germany,Athletics,1980
Men,Javelin 5,Gold,CLARK Raymond,SWE,Sweden,Athletics,1980
Men,Javelin 5,Silver,SKRZYPEK Jerzy,POL,Poland,Athletics,1980
Men,Javelin 5,Bronze,MOREL P.,FRA,France,Athletics,1980
Men,Club Throw 1A,Gold,PATCHETT Wayne,AUS,Australia,Athletics,1980
Men,Club Throw 1B,Gold,DUVAL Julius,USA,USA,Athletics,1980
Men,Club Throw 1B,Bronze,CHERENKO D.,CAN,Canada,Athletics,1980
Men,Pentathlon 1B,Silver,TREWHELLA Ian,AUS,Australia,Athletics,1980
Men,Pentathlon 1B,Bronze,ERIKSSON Goran,SWE,Sweden,Athletics,1980
Men,Pentathlon 1C,Gold,HENKER Siegmar,FRG,Germany,Athletics,1980
Men,Pentathlon A,Gold,ZYSKOWSKI Ryszard,POL,Poland,Athletics,1980
Men,Pentathlon B,Gold,PAWLIK Andrzej,POL,Poland,Athletics,1980
Men,Pentathlon B,Silver,JANOWICZ Pawel,POL,Poland,Athletics,1980
Men,Pentathlon C,Gold,HEAVER A.,CAN,Canada,Athletics,1980
Men,Pentathlon D,Gold,WILLIS Anthony,GBR,Great Britain,Athletics,1980
Men,Pentathlon D1,Gold,BRYANT Richard,USA,USA,Athletics,1980
Men,Pentathlon E,Gold,FACEY C.,CAN,Canada,Athletics,1980
Men,Pentathlon F,Gold,LEONARD Dan,CAN,Canada,Athletics,1980
Men,Pentathlon 2,Gold,HERTLE Walter,FRG,Germany,Athletics,1980
Men,Pentathlon 2,Silver,WEYERS J. F. G.,NED,Netherlands,Athletics,1980
Men,Pentathlon 3,Gold,LEVIS Reno,USA,USA,Athletics,1980
Men,Pentathlon 3,Bronze,RUSSELL Eric,AUS,Australia,Athletics,1980
Men,Pentathlon 4,Gold,SCHUHBAUER Johann,FRG,Germany,Athletics,1980
Men,Pentathlon 4,Silver,ZEISE L.,USA,USA,Athletics,1980
Men,Pentathlon 4,Bronze,FLACH W.,FRG,Germany,Athletics,1980
Men,Pentathlon 5,Gold,CLARK Raymond,SWE,Sweden,Athletics,1980
Men,Pentathlon 5,Bronze,OST P.,FRG,Germany,Athletics,1980
Women,60 m 1A,Silver,DONALDSON Karen,USA,USA,Athletics,1980
Women,60 m 1A,Bronze,MCLELLAN M.,GBR,Great Britain,Athletics,1980
Women,60 m 1B,Gold,PATTON C.,USA,USA,Athletics,1980
Women,60 m 1C,Bronze,MYERS Sharon,USA,USA,Athletics,1980
Women,60 m A,Gold,LOVITT Carmella,USA,USA,Athletics,1980
Women,60 m A,Silver,KELLER Lou,USA,USA,Athletics,1980
Women,60 m A,Bronze,RICKETTS Melissa,USA,USA,Athletics,1980
Women,60 m CP C,Gold,ONFROY,FRA,France,Athletics,1980
Women,60 m CP C,Silver,MADDOX Margo,USA,USA,Athletics,1980
Women,60 m CP C,Bronze,FEENY Linda,USA,USA,Athletics,1980
Women,60 m CP D,Gold,DOSIMONT D.,FRA,France,Athletics,1980
Women,60 m CP D,Bronze,ROYET,FRA,France,Athletics,1980
Women,60 m 2,Bronze,LYFORD Glee,USA,USA,Athletics,1980
Women,60 m 3,Silver,HOWIE B.,GBR,Great Britain,Athletics,1980
Women,60 m 4,Gold,RAHN Sharon,USA,USA,Athletics,1980
Women,60 m 4,Silver,PETITOT C.,FRA,France,Athletics,1980
Women,60 m 4,Bronze,CARLTON Kathryne Lynne,USA,USA,Athletics,1980
Women,60 m 5,Silver,HOBBS Sue,AUS,Australia,Athletics,1980
Women,60 m 5,Bronze,WIKSEN Kerstin,SWE,Sweden,Athletics,1980
Women,100 m B,Gold,KOZLOWSKA Grazyna,POL,Poland,Athletics,1980
Women,100 m B,Silver,SMITH June,USA,USA,Athletics,1980
Women,100 m B,Bronze,MADRID G.,ESP,Spain,Athletics,1980
Women,100 m C,Gold,FARRELL Anne,CAN,Canada,Athletics,1980
Women,100 m C,Silver,GILLIS K.,CAN,Canada,Athletics,1980
Women,100 m C,Bronze,CREE,AUS,Australia,Athletics,1980
Women,100 m C1,Gold,KOZLAK Danuta,POL,Poland,Athletics,1980
Women,100 m D,Gold,WILLIAMSON Melody,USA,USA,Athletics,1980
Women,100 m D,Silver,KIRBY R.,USA,USA,Athletics,1980
Women,100 m D1,Silver,BEDLA Barbara,POL,Poland,Athletics,1980
Women,100 m D1,Bronze,WIECZOREK Alina,POL,Poland,Athletics,1980
Women,100 m E,Gold,JOSCELYNE Barbara,GBR,Great Britain,Athletics,1980
Women,100 m E,Bronze,MIELECH Zofia,POL,Poland,Athletics,1980
Women,100 m F,Silver,CWIKLINSKA Krystyna,POL,Poland,Athletics,1980
Women,100 m F1,Gold,COLE Giselle,CAN,Canada,Athletics,1980
Women,200 m 2,Bronze,LYFORD Glee,USA,USA,Athletics,1980
Women,200 m 3,Gold,CABLE Candace,USA,USA,Athletics,1980
Women,200 m 3,Bronze,CASPER Karen,USA,USA,Athletics,1980
Women,400 m A,Gold,KELLER Lou,USA,USA,Athletics,1980
Women,400 m A,Silver,SANTAMARTA Purificacion,ESP,Spain,Athletics,1980
Women,400 m A,Bronze,JOHANSSON Eva,SWE,Sweden,Athletics,1980
Women,400 m B,Gold,SCHAFHAUSEN I.,FRG,Germany,Athletics,1980
Women,400 m B,Silver,WELLS Brenda,USA,USA,Athletics,1980
Women,400 m B,Bronze,WEBB Donna,USA,USA,Athletics,1980
Women,400 m C1,Gold,KOZLAK Danuta,POL,Poland,Athletics,1980
Women,400 m CP C,Gold,ONFROY,FRA,France,Athletics,1980
Women,400 m CP C,Silver,ROCHETTE Veronique,FRA,France,Athletics,1980
Women,400 m CP C,Bronze,FEENY Linda,USA,USA,Athletics,1980
Women,400 m CP D,Gold,DOSIMONT D.,FRA,France,Athletics,1980
Women,400 m CP D,Silver,ROYET,FRA,France,Athletics,1980
Women,400 m CP D,Bronze,GUARDIOLA Joanne,USA,USA,Athletics,1980
Women,400 m D,Gold,KIRBY R.,USA,USA,Athletics,1980
Women,400 m E,Gold,JOSCELYNE Barbara,GBR,Great Britain,Athletics,1980
Women,400 m F1,Gold,COLE Giselle,CAN,Canada,Athletics,1980
Women,400 m F1,Silver,SIEVERT U.,FRG,Germany,Athletics,1980
Women,400 m F1,Bronze,SCHAD Petra,FRG,Germany,Athletics,1980
Women,400 m 2,Gold,LYFORD Glee,USA,USA,Athletics,1980
Women,400 m 3,Gold,CABLE Candace,USA,USA,Athletics,1980
Women,400 m 3,Bronze,FRAZEE P.,CAN,Canada,Athletics,1980
Women,400 m D1 runners,Gold,WIECZOREK Alina,POL,Poland,Athletics,1980
Women,400 m D1 wheelchairs,Gold,BEDLA Barbara,POL,Poland,Athletics,1980
Women,800 m A,Gold,WITTJE Susanne,FRG,Germany,Athletics,1980
Women,800 m B,Gold,SCHAFHAUSEN I.,FRG,Germany,Athletics,1980
Women,800 m B,Silver,WELLS Brenda,USA,USA,Athletics,1980
Women,800 m B,Bronze,WONG L.,CAN,Canada,Athletics,1980
Women,800 m 4,Gold,RAHN Sharon,USA,USA,Athletics,1980
Women,800 m 4,Silver,CARLTON Kathryne Lynne,USA,USA,Athletics,1980
Women,800 m 5,Silver,HOBBS Sue,AUS,Australia,Athletics,1980
Women,800 m 5,Bronze,CURTISS C.,USA,USA,Athletics,1980
Women,1500 m F1,Gold,SCHAD Petra,FRG,Germany,Athletics,1980
Women,1500 m 4,Gold,RAHN Sharon,USA,USA,Athletics,1980
Women,1500 m 4,Silver,CARLTON Kathryne Lynne,USA,USA,Athletics,1980
Women,1500 m 4,Bronze,ZEYHER C.,FRG,Germany,Athletics,1980
Women,1500 m 5,Silver,HOBBS Sue,AUS,Australia,Athletics,1980
Women,1500 m 5,Bronze,CURTISS C.,USA,USA,Athletics,1980
Women,3000 m Walk A,Gold,HURD Cheryl,CAN,Canada,Athletics,1980
Women,Slalom 1A,Gold,DONALDSON Karen,USA,USA,Athletics,1980
Women,Slalom 1B,Gold,PATTON C.,USA,USA,Athletics,1980
Women,Slalom 1B,Silver,ROSENBAUM Ruth,USA,USA,Athletics,1980
Women,Slalom 1C,Silver,MYERS Sharon,USA,USA,Athletics,1980
Women,Slalom 2,Bronze,QUELL Margit,FRG,Germany,Athletics,1980
Women,Slalom 3,Gold,QUINLAN Darleen,USA,USA,Athletics,1980
Women,Slalom 4,Gold,ECKERT B.,FRG,Germany,Athletics,1980
Women,Slalom 4,Silver,ZEYHER C.,FRG,Germany,Athletics,1980
Women,Slalom 5,Gold,MCDONALD J.,CAN,Canada,Athletics,1980
Women,Slalom 5,Silver,BREUER Rita,FRG,Germany,Athletics,1980
Women,High Jump A,Gold,VAN RIJSWIJK Joke,NED,Netherlands,Athletics,1980
Women,High Jump A,Silver,BOHNING Ilse,FRG,Germany,Athletics,1980
Women,High Jump A,Bronze,HURD Cheryl,CAN,Canada,Athletics,1980
Women,High Jump B,Gold,ROWLEY Janet,USA,USA,Athletics,1980
Women,High Jump B,Silver,BRANTNER Lynelle,USA,USA,Athletics,1980
Women,High Jump B,Bronze,OSTAPA A.,CAN,Canada,Athletics,1980
Women,High Jump C,Gold,CREE,AUS,Australia,Athletics,1980
Women,High Jump D,Gold,GRIMSTEAD S.,CAN,Canada,Athletics,1980
Women,Long Jump B,Gold,SCHAFHAUSEN I.,FRG,Germany,Athletics,1980
Women,Long Jump B,Silver,WEBB Donna,USA,USA,Athletics,1980
Women,Long Jump B,Bronze,KWIATKOWSKA Bozena,POL,Poland,Athletics,1980
Women,Long Jump C,Gold,FARRELL Anne,CAN,Canada,Athletics,1980
Women,Long Jump C,Silver,CREE,AUS,Australia,Athletics,1980
Women,Long Jump C,Bronze,GILLIS K.,CAN,Canada,Athletics,1980
Women,Long Jump CP C,Gold,ONFROY,FRA,France,Athletics,1980
Women,Long Jump CP C,Silver,ROCHETTE Veronique,FRA,France,Athletics,1980
Women,Long Jump CP C,Bronze,MADDOX Margo,USA,USA,Athletics,1980
Women,Long Jump CP D,Gold,DOSIMONT D.,FRA,France,Athletics,1980
Women,Long Jump CP D,Silver,ROYET,FRA,France,Athletics,1980
Women,Long Jump CP D,Bronze,NOE Melissa,USA,USA,Athletics,1980
Women,Long Jump D,Gold,GRIMSTEAD S.,CAN,Canada,Athletics,1980
Women,Long Jump D,Silver,NIEHOFF-ENGELBERTINK T. G.,NED,Netherlands,Athletics,1980
Women,Long Jump E,Gold,JOSCELYNE Barbara,GBR,Great Britain,Athletics,1980
Women,Long Jump E,Silver,MIELECH Zofia,POL,Poland,Athletics,1980
Women,Long Jump F,Silver,CWIKLINSKA Krystyna,POL,Poland,Athletics,1980
Women,Long Jump F1,Gold,COLE Giselle,CAN,Canada,Athletics,1980
Women,Long Jump F1,Silver,SIEVERT U.,FRG,Germany,Athletics,1980
Women,Long Jump F1,Bronze,SCHAD Petra,FRG,Germany,Athletics,1980
Women,Shot Put 1B,Gold,PATTON C.,USA,USA,Athletics,1980
Women,Shot Put 1C,Silver,MYERS Sharon,USA,USA,Athletics,1980
Women,Shot Put A,Gold,POLDERMAN-KORTEKAAS M. A. T.,NED,Netherlands,Athletics,1980
Women,Shot Put A,Silver,BOHNING Ilse,FRG,Germany,Athletics,1980
Women,Shot Put A,Bronze,RICKETTS Melissa,USA,USA,Athletics,1980
Women,Shot Put B,Gold,ROWLEY Janet,USA,USA,Athletics,1980
Women,Shot Put B,Silver,FIEBER G.,FRG,Germany,Athletics,1980
Women,Shot Put B,Bronze,WARDAK Barbara,POL,Poland,Athletics,1980
Women,Shot Put C,Gold,FARRELL Anne,CAN,Canada,Athletics,1980
Women,Shot Put C1,Silver,KOZLAK Danuta,POL,Poland,Athletics,1980
Women,Shot Put CP C,Gold,GODDARD M.,GBR,Great Britain,Athletics,1980
Women,Shot Put CP C,Silver,HERZOG Bev,USA,USA,Athletics,1980
Women,Shot Put CP D,Gold,DOSIMONT D.,FRA,France,Athletics,1980
Women,Shot Put CP D,Bronze,KYFFIN Amanda,GBR,Great Britain,Athletics,1980
Women,Shot Put D,Gold,BALTA Stephania,CAN,Canada,Athletics,1980
Women,Shot Put D,Bronze,NIEHOFF-ENGELBERTINK T. G.,NED,Netherlands,Athletics,1980
Women,Shot Put D1,Gold,BEDLA Barbara,POL,Poland,Athletics,1980
Women,Shot Put D1,Silver,WIECZOREK Alina,POL,Poland,Athletics,1980
Women,Shot Put E,Gold,MIELECH Zofia,POL,Poland,Athletics,1980
Women,Shot Put F,Gold,CWIKLINSKA Krystyna,POL,Poland,Athletics,1980
Women,Shot Put 2,Gold,PRICE M.,GBR,Great Britain,Athletics,1980
Women,Shot Put 2,Bronze,OWCZARCZYK Krystyna,POL,Poland,Athletics,1980
Women,Shot Put 3,Silver,HAGENLOCHER Waltraud,FRG,Germany,Athletics,1980
Women,Shot Put 3,Bronze,SOBOLEWSKA Halina,POL,Poland,Athletics,1980
Women,Shot Put 5,Silver,SWANEPOEL C.,FRG,Germany,Athletics,1980
Women,Discus Throw 1B,Silver,ROSENBAUM Ruth,USA,USA,Athletics,1980
Women,Discus Throw 1C,Gold,MYERS Sharon,USA,USA,Athletics,1980
Women,Discus Throw A,Gold,RICKETTS Melissa,USA,USA,Athletics,1980
Women,Discus Throw A,Silver,POLDERMAN-KORTEKAAS M. A. T.,NED,Netherlands,Athletics,1980
Women,Discus Throw B,Gold,ROWLEY Janet,USA,USA,Athletics,1980
Women,Discus Throw B,Silver,WARDAK Barbara,POL,Poland,Athletics,1980
Women,Discus Throw B,Bronze,FIEBER G.,FRG,Germany,Athletics,1980
Women,Discus Throw C,Gold,FARRELL Anne,CAN,Canada,Athletics,1980
Women,Discus Throw C,Bronze,CREE,AUS,Australia,Athletics,1980
Women,Discus Throw C1,Gold,BAKER S.,CAN,Canada,Athletics,1980
Women,Discus Throw C1,Silver,KOZLAK Danuta,POL,Poland,Athletics,1980
Women,Discus Throw CP C,Gold,GODDARD M.,GBR,Great Britain,Athletics,1980
Women,Discus Throw CP C,Bronze,BUSH Debbie,USA,USA,Athletics,1980
Women,Discus Throw CP D,Gold,ROBERTS Ann Marie,USA,USA,Athletics,1980
Women,Discus Throw CP D,Silver,FULLER Chris,USA,USA,Athletics,1980
Women,Discus Throw D,Gold,BALTA Stephania,CAN,Canada,Athletics,1980
Women,Discus Throw D,Silver,NIEHOFF-ENGELBERTINK T. G.,NED,Netherlands,Athletics,1980
Women,Discus Throw D1,Gold,BEDLA Barbara,POL,Poland,Athletics,1980
Women,Discus Throw D1,Bronze,WIECZOREK Alina,POL,Poland,Athletics,1980
Women,Discus Throw E,Gold,MIELECH Zofia,POL,Poland,Athletics,1980
Women,Discus Throw F,Gold,CWIKLINSKA Krystyna,POL,Poland,Athletics,1980
Women,Discus Throw 2,Silver,PRICE M.,GBR,Great Britain,Athletics,1980
Women,Discus Throw 2,Bronze,OWCZARCZYK Krystyna,POL,Poland,Athletics,1980
Women,Discus Throw 3,Gold,ZAWEDIJA Z.,POL,Poland,Athletics,1980
Women,Discus Throw 4,Gold,CARLTON Kathryne Lynne,USA,USA,Athletics,1980
Women,Discus Throw 4,Silver,HARASIMCZUK Lilia,POL,Poland,Athletics,1980
Women,Discus Throw 4,Bronze,MAGDA Barbara,POL,Poland,Athletics,1980
Women,Discus Throw 5,Silver,SWANEPOEL C.,FRG,Germany,Athletics,1980
Women,Javelin 1C,Gold,MYERS Sharon,USA,USA,Athletics,1980
Women,Javelin A,Gold,RICKETTS Melissa,USA,USA,Athletics,1980
Women,Javelin A,Silver,POLDERMAN-KORTEKAAS M. A. T.,NED,Netherlands,Athletics,1980
Women,Javelin A,Bronze,OTTO-LANGE Brigitte,FRG,Germany,Athletics,1980
Women,Javelin B,Gold,BLOK Dorota,POL,Poland,Athletics,1980
Women,Javelin B,Silver,WARDAK Barbara,POL,Poland,Athletics,1980
Women,Javelin B,Bronze,WONG L.,CAN,Canada,Athletics,1980
Women,Javelin C,Gold,FARRELL Anne,CAN,Canada,Athletics,1980
Women,Javelin C,Bronze,CREE,AUS,Australia,Athletics,1980
Women,Javelin C1,Gold,BAKER S.,CAN,Canada,Athletics,1980
Women,Javelin C1,Bronze,KOZLAK Danuta,POL,Poland,Athletics,1980
Women,Javelin CP C,Gold,GODDARD M.,GBR,Great Britain,Athletics,1980
Women,Javelin CP C,Silver,HERZOG Bev,USA,USA,Athletics,1980
Women,Javelin CP D,Gold,KYFFIN Amanda,GBR,Great Britain,Athletics,1980
Women,Javelin CP D,Silver,VAUGHN Mary,USA,USA,Athletics,1980
Women,Javelin CP D,Bronze,TIRRELLI Rosemarie,USA,USA,Athletics,1980
Women,Javelin D,Gold,BALTA Stephania,CAN,Canada,Athletics,1980
Women,Javelin D,Silver,WILLIAMSON Melody,USA,USA,Athletics,1980
Women,Javelin D,Bronze,NIEHOFF-ENGELBERTINK T. G.,NED,Netherlands,Athletics,1980
Women,Javelin D1,Silver,MARTIN P.,USA,USA,Athletics,1980
Women,Javelin D1,Bronze,BEDLA Barbara,POL,Poland,Athletics,1980
Women,Javelin E,Gold,MIELECH Zofia,POL,Poland,Athletics,1980
Women,Javelin F,Silver,CWIKLINSKA Krystyna,POL,Poland,Athletics,1980
Women,Javelin 2,Silver,OWCZARCZYK Krystyna,POL,Poland,Athletics,1980
Women,Javelin 2,Bronze,PRICE M.,GBR,Great Britain,Athletics,1980
Women,Javelin 3,Bronze,SOBOLEWSKA Halina,POL,Poland,Athletics,1980
Women,Pentathlon 1B,Silver,ROSENBAUM Ruth,USA,USA,Athletics,1980
Women,Pentathlon A,Gold,BOHNING Ilse,FRG,Germany,Athletics,1980
Women,Pentathlon A,Silver,KELLER Lou,USA,USA,Athletics,1980
Women,Pentathlon A,Bronze,BROWN Donna,USA,USA,Athletics,1980
Women,Pentathlon B,Silver,BAILLARGEON L.,CAN,Canada,Athletics,1980
Women,Pentathlon B,Bronze,BRANTNER Lynelle,USA,USA,Athletics,1980
Women,Pentathlon D,Gold,BALTA Stephania,CAN,Canada,Athletics,1980
Women,Pentathlon 2,Gold,QUELL Margit,FRG,Germany,Athletics,1980
Women,Pentathlon 2,Silver,OWCZARCZYK Krystyna,POL,Poland,Athletics,1980
Women,Pentathlon 3,Gold,HAGENLOCHER Waltraud,FRG,Germany,Athletics,1980
Women,Pentathlon 3,Silver,RUSSELL Julie,AUS,Australia,Athletics,1980
Women,Pentathlon 4,Gold,HARASIMCZUK Lilia,POL,Poland,Athletics,1980
Women,Pentathlon 4,Silver,BATTRAN S.,FRG,Germany,Athletics,1980
Women,Pentathlon 5,Gold,WIKSEN Kerstin,SWE,Sweden,Athletics,1980
Women,Pentathlon 5,Silver,ROELLI S.,FRG,Germany,Athletics,1980
Women,Shot Put A,Bronze,OTTO-LANGE Brigitte,FRG,Germany,Athletics,1980
Men,4x60 m 1A-1C,Silver,LEWELLYN J.,USA,USA,Athletics,1980
Men,4x60 m 1A-1C,Silver,SLUPE G.,USA,USA,Athletics,1980
Men,4x60 m 1A-1C,Silver,THORN J.,USA,USA,Athletics,1980
Men,4x60 m 1A-1C,Silver,WALLEN D.,USA,USA,Athletics,1980
Men,4x60 m 1A-1C,Bronze,NIEHOF E.,NED,Netherlands,Athletics,1980
Men,4x60 m 1A-1C,Bronze,SLIJKERMAN C. J. M.,NED,Netherlands,Athletics,1980
Men,4x60 m 1A-1C,Bronze,SMIT J. C.,NED,Netherlands,Athletics,1980
Men,4x60 m 1A-1C,Bronze,VAN DER BELT J.,NED,Netherlands,Athletics,1980
Men,4x100 m D1,Gold,BRINKMAN C.,USA,USA,Athletics,1980
Men,4x100 m D1,Gold,BRYANT Richard,USA,USA,Athletics,1980
Men,4x100 m D1,Gold,FINCH J.,USA,USA,Athletics,1980
Men,4x100 m D1,Gold,MARTINSON Jim,USA,USA,Athletics,1980
Men,4x100 m 2-5,Bronze,FITZGERALD M.,CAN,Canada,Athletics,1980
Men,4x100 m 2-5,Bronze,HANSEN R.,CAN,Canada,Athletics,1980
Men,4x100 m 2-5,Bronze,MINOR R.,CAN,Canada,Athletics,1980
Men,4x100 m 2-5,Bronze,VIGER Andre,CAN,Canada,Athletics,1980
Women,4x60 m 2-5,Silver,CABLE Candace,USA,USA,Athletics,1980
Women,4x60 m 2-5,Silver,CARLTON Kathryne Lynne,USA,USA,Athletics,1980
Women,4x60 m 2-5,Silver,CASPER Karen,USA,USA,Athletics,1980
Women,4x60 m 2-5,Silver,RAHN Sharon,USA,USA,Athletics,1980
Women,4x60 m 2-5,Bronze,HAGENLOCHER Waltraud,FRG,Germany,Athletics,1980
Women,4x60 m 2-5,Bronze,MARKLEIN Errol,FRG,Germany,Athletics,1980
Women,4x60 m 2-5,Bronze,ROELLI S.,FRG,Germany,Athletics,1980
Women,4x60 m 2-5,Bronze,ZEYHER C.,FRG,Germany,Athletics,1980
Men,20 m (Arm) C2,Gold,KELLY Brian,CAN,Canada,Athletics,1984
Men,20 m (Arm) C2,Bronze,BOWEN Mike,USA,USA,Athletics,1984
Men,60 m C2,Silver,CUSH Tom,USA,USA,Athletics,1984
Men,60 m C2,Bronze,MOORE Edwin,GBR,Great Britain,Athletics,1984
Men,60 m C3,Gold,BOMAN Per,SWE,Sweden,Athletics,1984
Men,60 m C3,Silver,CHRIST Erich,FRG,Germany,Athletics,1984
Men,60 m C3,Bronze,RIVERA Rene,USA,USA,Athletics,1984
Men,60 m C6,Gold,KEAY Colin,GBR,Great Britain,Athletics,1984
Men,60 m C6,Silver,HAVARD Andre,FRA,France,Athletics,1984
Men,60 m C6,Bronze,ROBERTSON Gordon,GBR,Great Britain,Athletics,1984
Men,60 m L1,Gold,WELSH John,GBR,Great Britain,Athletics,1984
Men,60 m L1,Silver,HARRIS Doug,USA,USA,Athletics,1984
Men,60 m L1,Bronze,WORLEY Tony,USA,USA,Athletics,1984
Men,100 m 1A,Gold,LEWELLYN J.,USA,USA,Athletics,1984
Men,100 m 1A,Bronze,LOBBERING H.,FRG,Germany,Athletics,1984
Men,100 m 1B,Gold,HEDMAN Leif,SWE,Sweden,Athletics,1984
Men,100 m 1B,Bronze,GEHLERT T.,CAN,Canada,Athletics,1984
Men,100 m 1C,Silver,WALLEN D.,USA,USA,Athletics,1984
Men,100 m 1C,Bronze,HAYES J.,USA,USA,Athletics,1984
Men,100 m A1-3,Gold,MARTINSON Jim,USA,USA,Athletics,1984
Men,100 m A1-3,Silver,LENZO Kris,USA,USA,Athletics,1984
Men,100 m A4,Gold,SUCHOCKI Kazimierz,POL,Poland,Athletics,1984
Men,100 m A4,Silver,JOHANN Jurgen,FRG,Germany,Athletics,1984
Men,100 m A4,Bronze,EGAN Joe,AUS,Australia,Athletics,1984
Men,100 m A5,Gold,BERGHOTER Mathias,FRG,Germany,Athletics,1984
Men,100 m A5,Silver,SZLEZAK Jerzy,POL,Poland,Athletics,1984
Men,100 m A5,Bronze,ABELE Felix,FRG,Germany,Athletics,1984
Men,100 m A6,Silver,RANKIN Ira,USA,USA,Athletics,1984
Men,100 m A6,Bronze,KIRBY Peter,AUS,Australia,Athletics,1984
