name,sex,age,height,weight,bmi,country,year,season,team,sport,medal
Mariela Andrea Antoniska Arrondo,F,29.0,170.0,70.0,24.22,Argentina,2004,Summer,Argentina,Hockey,Bronze
Oleg Antonov,M,28.0,198.0,88.0,22.45,Italy,2016,Summer,Italy,Volleyball,Silver
Semyon Sergeyevich Antonov,M,23.0,202.0,97.0,23.77,Russia,2012,Summer,Russia,Basketball,Bronze
Vladislav Nikolayevich Antonov,M,22.0,179.0,80.0,24.97,Russia,2014,Winter,Russia,Luge,Silver
Olena Anatolivna Antonova,F,36.0,180.0,95.0,29.32,Ukraine,2008,Summer,Ukraine,Athletics,Bronze
Nataliya Nikolayevna Antyukh,F,23.0,182.0,69.0,20.83,Russia,2004,Summer,Russia,Athletics,Bronze
Nataliya Nikolayevna Antyukh,F,23.0,182.0,69.0,20.83,Russia,2004,Summer,Russia,Athletics,Silver
Nataliya Nikolayevna Antyukh,F,31.0,182.0,69.0,20.83,Russia,2012,Summer,Russia,Athletics,Gold
Nataliya Nikolayevna Antyukh,F,31.0,182.0,69.0,20.83,Russia,2012,Summer,Russia,Athletics,Silver
Nikolay Sergeyevich Apalikov,M,29.0,203.0,105.0,25.48,Russia,2012,Summer,Russia,Volleyball,Gold
Katrin Apel,F,28.0,172.0,62.0,20.96,Germany,2002,Winter,Germany,Biathlon,Gold
Katrin Apel,F,32.0,172.0,62.0,20.96,Germany,2006,Winter,Germany,Biathlon,Silver
Emilia Elisabeth Appelqvist,F,26.0,168.0,65.0,23.03,Sweden,2016,Summer,Sweden,Football,Silver
Gillian Mary Apps,F,22.0,180.0,80.0,24.69,Canada,2006,Winter,Canada,Ice Hockey,Gold
Gillian Mary Apps,F,26.0,180.0,80.0,24.69,Canada,2010,Winter,Canada,Ice Hockey,Gold
Gillian Mary Apps,F,30.0,180.0,80.0,24.69,Canada,2014,Winter,Canada,Ice Hockey,Gold
Lorenzo Aragon Armenteros,M,30.0,163.0,69.0,25.97,Cuba,2004,Summer,Cuba,Boxing,Silver
Hirooki Arai,M,28.0,180.0,62.0,19.14,Japan,2016,Summer,Japan,Athletics,Bronze
Shizuka Arakawa,F,24.0,164.0,50.0,18.59,Japan,2006,Winter,Japan,Figure Skating,Gold
Erika Araki,F,27.0,186.0,78.0,22.55,Japan,2012,Summer,Japan,Volleyball,Bronze
Adriana dos Santos Arajo,F,30.0,167.0,60.0,21.51,Brazil,2012,Summer,Brazil,Boxing,Bronze
Alexandra Araujo,F,32.0,167.0,67.0,24.02,Italy,2004,Summer,Italy,Water Polo,Gold
Eduard Arbs Borras,M,25.0,174.0,70.0,23.12,Spain,2008,Summer,Spain,Hockey,Silver
Katie Louise Archibald,F,22.0,178.0,70.0,22.09,United Kingdom,2016,Summer,Great Britain,Cycling,Gold
Yordanis Arencibia Verdecia,M,24.0,167.0,66.0,23.67,Cuba,2004,Summer,Cuba,Judo,Bronze
Yordanis Arencibia Verdecia,M,28.0,167.0,66.0,23.67,Cuba,2008,Summer,Cuba,Judo,Bronze
Joahnys Oscar Argilagos Prez,M,19.0,152.0,49.0,21.21,Cuba,2016,Summer,Cuba,Boxing,Bronze
Magomed Davudovich Aripgadzhiyev,M,26.0,185.0,81.0,23.67,Belarus,2004,Summer,Belarus,Boxing,Silver
William Peixoto Arjona,M,37.0,186.0,78.0,22.55,Brazil,2016,Summer,Brazil,Volleyball,Gold
Anna Valeryevna Arkhipova,F,31.0,176.0,63.0,20.34,Russia,2004,Summer,Russia,Basketball,Bronze
Tobias Arlt,M,26.0,178.0,77.0,24.3,Germany,2014,Winter,Germany-1,Luge,Gold
Tobias Arlt,M,26.0,178.0,77.0,24.3,Germany,2014,Winter,Germany,Luge,Gold
"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",F,23.0,168.0,55.0,19.49,United Kingdom,2012,Summer,Great Britain,Cycling,Silver
"Elizabeth ""Betsey"" Armstrong",F,25.0,188.0,77.0,21.79,United States of America,2008,Summer,United States,Water Polo,Silver
"Elizabeth ""Betsey"" Armstrong",F,29.0,188.0,77.0,21.79,United States of America,2012,Summer,United States,Water Polo,Gold
Dylan Armstrong,M,27.0,190.0,125.0,34.63,Canada,2008,Summer,Canada,Athletics,Bronze
Kristin Ann Armstrong (-Savola),F,34.0,173.0,58.0,19.38,United States of America,2008,Summer,United States,Cycling,Gold
Kristin Ann Armstrong (-Savola),F,38.0,173.0,58.0,19.38,United States of America,2012,Summer,United States,Cycling,Gold
Kristin Ann Armstrong (-Savola),F,42.0,173.0,58.0,19.38,United States of America,2016,Summer,United States,Cycling,Gold
Judith Arndt,F,28.0,173.0,59.0,19.71,Germany,2004,Summer,Germany,Cycling,Silver
Judith Arndt,F,36.0,173.0,59.0,19.71,Germany,2012,Summer,Germany,Cycling,Silver
Clemens Arnold,M,25.0,183.0,87.0,25.98,Germany,2004,Summer,Germany,Hockey,Bronze
Virginie Arnold,F,28.0,155.0,50.0,20.81,France,2008,Summer,France,Archery,Bronze
Emilie Hegh Arntzen,F,22.0,183.0,78.0,23.29,Norway,2016,Summer,Norway,Handball,Bronze
"Jacob Joseph ""Jake"" Arrieta",M,22.0,193.0,102.0,27.38,United States of America,2008,Summer,United States,Baseball,Bronze
Christine Arron,F,30.0,177.0,64.0,20.43,France,2004,Summer,France,Athletics,Bronze
Ins Arrondo,F,26.0,167.0,58.0,20.8,Argentina,2004,Summer,Argentina,Hockey,Bronze
Yevgeniya Viktorovna Artamonova-Estes,F,29.0,191.0,75.0,20.56,Russia,2004,Summer,Russia,Volleyball,Silver
"Alexander Vladimirovich ""Sasha"" Artemev",M,22.0,168.0,73.77,26.14,United States of America,2008,Summer,United States,Gymnastics,Bronze
Olga Dmitriyevna Arteshina,F,21.0,191.0,78.0,21.38,Russia,2004,Summer,Russia,Basketball,Bronze
Andrey Nikolayevich Aryamnov,M,20.0,172.0,105.0,35.49,Belarus,2008,Summer,Belarus,Weightlifting,Gold
Mao Asada,F,19.0,163.0,50.0,18.82,Japan,2010,Winter,Japan,Figure Skating,Silver
Nobuharu Asahara,M,36.0,179.0,76.0,23.72,Japan,2008,Summer,Japan,Athletics,Silver
Sergei Aschwanden,M,32.0,181.0,92.0,28.08,Switzerland,2008,Summer,Switzerland,Judo,Bronze
Glenn Ashby,M,30.0,170.0,76.0,26.3,Australia,2008,Summer,Australia,Sailing,Silver
"Geraldina Rachel ""Dina"" Asher-Smith",F,20.0,164.0,55.0,20.45,United Kingdom,2016,Summer,Great Britain,Athletics,Bronze
"Thomas John Mitchell ""Tom"" Ashley",M,24.0,188.0,70.0,19.81,New Zealand,2008,Summer,New Zealand,Sailing,Gold
Jessica Ashwood,F,23.0,173.0,64.0,21.38,Australia,2016,Summer,Australia,Swimming,Silver
"Kosovare ""Kosse"" Asllani",F,27.0,166.0,56.0,20.32,Sweden,2016,Summer,Sweden,Football,Silver
Simon Olof Karl Aspelin,M,34.0,185.0,79.0,23.08,Sweden,2008,Summer,Sweden-2,Tennis,Silver
Valerio Aspromonte,M,25.0,187.0,84.0,24.02,Italy,2012,Summer,Italy,Fencing,Gold
Jenni Anna Christina Asserholt,F,17.0,172.0,71.0,24.0,Sweden,2006,Winter,Sweden,Ice Hockey,Silver
Sandra Auffarth,F,25.0,170.0,57.0,19.72,Germany,2012,Summer,Germany,Equestrianism,Bronze
Sandra Auffarth,F,25.0,170.0,57.0,19.72,Germany,2012,Summer,Germany,Equestrianism,Gold
Sandra Auffarth,F,29.0,170.0,57.0,19.72,Germany,2016,Summer,Germany,Equestrianism,Silver
Seimone Delicia Augustus,F,24.0,183.0,74.0,22.1,United States of America,2008,Summer,United States,Basketball,Gold
Seimone Delicia Augustus,F,28.0,183.0,74.0,22.1,United States of America,2012,Summer,United States,Basketball,Gold
Seimone Delicia Augustus,F,32.0,183.0,74.0,22.1,United States of America,2016,Summer,United States,Basketball,Gold
Apti Khamzatovich Aukhadov,M,19.0,178.0,85.0,26.83,Russia,2012,Summer,Russia,Weightlifting,Silver
Anders Aukland,M,29.0,181.0,72.0,21.98,Norway,2002,Winter,Norway,Cross Country Skiing,Gold
Ilya Izyaslavovich Averbukh,M,28.0,177.0,68.0,21.71,Russia,2002,Winter,Russia-1,Figure Skating,Silver
Giorgio Avola,M,23.0,178.0,72.0,22.72,Italy,2012,Summer,Italy,Fencing,Gold
Suguru Awaji,M,22.0,174.0,67.0,22.13,Japan,2012,Summer,Japan,Fencing,Silver
Viktor Axelsen,M,22.0,194.0,88.0,23.38,Denmark,2016,Summer,Denmark,Badminton,Bronze
Anders Per-Johan Axelsson,M,30.0,185.0,86.0,25.13,Sweden,2006,Winter,Sweden,Ice Hockey,Gold
Roberto Fabin Ayala,M,31.0,177.0,75.0,23.94,Argentina,2004,Summer,Argentina,Football,Gold
Camille Anas Ayglon-Saurina,F,31.0,180.0,66.0,20.37,France,2016,Summer,France,Handball,Silver
"Luciana Paula ""Lucha"" Aymar",F,27.0,178.0,59.0,18.62,Argentina,2004,Summer,Argentina,Hockey,Bronze
"Luciana Paula ""Lucha"" Aymar",F,30.0,178.0,59.0,18.62,Argentina,2008,Summer,Argentina,Hockey,Bronze
"Luciana Paula ""Lucha"" Aymar",F,34.0,178.0,59.0,18.62,Argentina,2012,Summer,Argentina,Hockey,Silver
David Valeryevich Ayrapetyan,M,28.0,158.0,49.0,19.63,Russia,2012,Summer,Russia,Boxing,Bronze
Sarah Lianne Ayton (-Dempsey),F,24.0,167.0,63.0,22.59,United Kingdom,2004,Summer,Great Britain,Sailing,Gold
Sarah Lianne Ayton (-Dempsey),F,28.0,167.0,63.0,22.59,United Kingdom,2008,Summer,Great Britain,Sailing,Gold
"Viktoriya Fyodorovna ""Vika"" Azarenko",F,22.0,183.0,60.0,17.92,Belarus,2012,Summer,Belarus,Tennis,Bronze
"Viktoriya Fyodorovna ""Vika"" Azarenko",F,22.0,183.0,60.0,17.92,Belarus,2012,Summer,Belarus,Tennis,Gold
Yelena Yuryevna Azarova,F,31.0,165.0,64.0,23.51,Russia,2004,Summer,Russia,Synchronized Swimming,Gold
"Anthony Lawrence ""Tony"" Azevedo",M,26.0,186.0,90.0,26.01,United States of America,2008,Summer,United States,Water Polo,Silver
Karina Borisovna Aznavuryan,F,29.0,170.0,59.0,20.42,Russia,2004,Summer,Russia,Fencing,Gold
Sandra Azn Canalda,F,30.0,171.0,68.0,23.26,Spain,2004,Summer,Spain,Sailing,Silver
Jrmie Azou,M,27.0,178.0,71.0,22.41,France,2016,Summer,France,Rowing,Gold
Mehdi Abdelhafid Baala,M,29.0,183.0,65.0,19.41,France,2008,Summer,France,Athletics,Bronze
"Alexander German ""Sander"" Baart",M,24.0,178.0,76.0,23.99,Netherlands,2012,Summer,Netherlands,Hockey,Silver
Jaroslav Bba,M,19.0,199.0,86.0,21.72,Czechia,2004,Summer,Czech Republic,Athletics,Bronze
Alesya Aleksandrovna Babushkina,F,19.0,170.0,55.0,19.03,Belarus,2008,Summer,Belarus,Rhythmic Gymnastics,Bronze
Bjrn Bach,M,28.0,195.0,92.0,24.19,Germany,2004,Summer,Germany,Canoeing,Silver
Marta Bach Pascual,F,19.0,176.0,66.0,21.31,Spain,2012,Summer,Spain,Water Polo,Silver
Sebastian Bachmann,M,25.0,182.0,71.0,21.43,Germany,2012,Summer,Germany,Fencing,Bronze
Tina Bachmann,F,26.0,165.0,64.0,23.51,Germany,2004,Summer,Germany,Hockey,Gold
Isabell Bachor,F,21.0,174.0,63.0,20.81,Germany,2004,Summer,Germany,Football,Bronze
David Anthony Backes,M,25.0,190.0,100.0,27.7,United States of America,2010,Winter,United States,Ice Hockey,Silver
Rune Christian Bckman,M,25.0,191.0,93.0,25.49,Sweden,2006,Winter,Sweden,Ice Hockey,Gold
Lars Nicklas Bckstrm,M,26.0,185.0,95.0,27.76,Sweden,2014,Winter,Sweden,Ice Hockey,Silver
Niklas Oskar Bckstrm,M,31.0,185.0,89.0,26.0,Finland,2010,Winter,Finland,Ice Hockey,Bronze
Diana Bacosi,F,33.0,175.0,85.0,27.76,Italy,2016,Summer,Italy,Shooting,Gold
Timea Bacsinszky,F,27.0,170.0,62.0,21.45,Switzerland,2016,Summer,Switzerland,Tennis,Silver
Bair Dorzhiyevich Badyonov,M,32.0,178.0,75.0,23.67,Russia,2008,Summer,Russia,Archery,Bronze
Bae Min-Hee,F,20.0,169.0,56.0,19.61,South Korea,2008,Summer,South Korea,Handball,Bronze
Baek Seong-Dong,M,20.0,171.0,66.0,22.57,South Korea,2012,Summer,South Korea,Football,Bronze
"Cameron ""Cam"" Baerg",M,31.0,182.0,90.0,27.17,Canada,2004,Summer,Canada,Rowing,Silver
Nathan Baggaley,M,28.0,193.0,90.0,24.16,Australia,2004,Summer,Australia,Canoeing,Silver
Nathan Baggaley,M,28.0,193.0,90.0,24.16,Australia,2004,Summer,Australia,Canoeing,Silver
Julien Bahain,M,22.0,190.0,93.0,25.76,France,2008,Summer,France,Rowing,Bronze
Shannon Deanne Bahrke,F,21.0,162.0,55.0,20.96,United States of America,2002,Winter,United States,Freestyle Skiing,Silver
Shannon Deanne Bahrke,F,29.0,162.0,55.0,20.96,United States of America,2010,Winter,United States,Freestyle Skiing,Bronze
"Christina ""Chris"" Bailey",F,30.0,167.0,73.0,26.18,United States of America,2002,Winter,United States,Ice Hockey,Silver
Ryan Bailey,M,32.0,198.0,111.0,28.31,United States of America,2008,Summer,United States,Water Polo,Silver
"Timothy ""Tim"" Baillie",M,33.0,176.0,78.0,25.18,United Kingdom,2012,Summer,Great Britain-1,Canoeing,Gold
Sandrine Bailly,F,26.0,172.0,58.0,19.61,France,2006,Winter,France,Biathlon,Bronze
Sandrine Bailly,F,30.0,172.0,58.0,19.61,France,2010,Winter,France,Biathlon,Silver
Angie Lee Bainbridge,F,18.0,181.0,67.0,20.45,Australia,2008,Summer,Australia,Swimming,Gold
Angie Lee Bainbridge,F,22.0,181.0,67.0,20.45,Australia,2012,Summer,Australia,Swimming,Silver
"Fatmire ""Lira"" Bajramaj (-Alushi)",F,20.0,170.0,58.0,20.07,Germany,2008,Summer,Germany,Football,Bronze
Kathleen Baker,F,19.0,173.0,68.0,22.72,United States of America,2016,Summer,United States,Swimming,Silver
Kathleen Baker,F,19.0,173.0,68.0,22.72,United States of America,2016,Summer,United States,Swimming,Gold
Keshia Chantay Baker (-Kirtz),F,24.0,170.0,62.0,21.45,United States of America,2012,Summer,United States,Athletics,Gold
Laurie Baker (-Mutch),F,25.0,170.0,61.0,21.11,United States of America,2002,Winter,United States,Ice Hockey,Silver
Mashu Baker,M,21.0,178.0,90.0,28.41,Japan,2016,Summer,Japan,Judo,Gold
Shakira Baker,F,24.0,172.0,89.0,30.08,New Zealand,2016,Summer,New Zealand,Rugby Sevens,Silver
Jill Bakken (-Linder),F,25.0,167.0,65.0,23.31,United States of America,2002,Winter,United States-2,Bobsleigh,Gold
Billy Pierre Bakker,M,23.0,188.0,82.0,23.2,Netherlands,2012,Summer,Netherlands,Hockey,Silver
Glenys Bakker,F,43.0,170.0,73.0,25.26,Canada,2006,Winter,Canada,Curling,Bronze
Hanna Serhivna Balabanova (Nepitaieva-),F,34.0,178.0,72.0,22.72,Ukraine,2004,Summer,Ukraine,Canoeing,Bronze
Georgiy Ruslanovich Balakshin,M,28.0,161.0,51.0,19.68,Russia,2008,Summer,Russia,Boxing,Bronze
Roman Vladimirovich Balashov,M,27.0,192.0,96.0,26.04,Russia,2004,Summer,Russia,Water Polo,Bronze
Ledys Frank Balceiro Pajn,M,29.0,178.0,78.0,24.62,Cuba,2004,Summer,Cuba,Canoeing,Silver
Andrea Baldini,M,26.0,175.0,70.0,22.86,Italy,2012,Summer,Italy,Fencing,Gold
Stefano Baldini,M,33.0,176.0,62.0,20.02,Italy,2004,Summer,Italy,Athletics,Gold
Ivano Bali,M,25.0,190.0,96.0,26.59,Croatia,2004,Summer,Croatia,Handball,Gold
Ivano Bali,M,33.0,190.0,96.0,26.59,Croatia,2012,Summer,Croatia,Handball,Bronze
Marcel Gerard Balkestein,M,31.0,180.0,77.0,23.77,Netherlands,2012,Summer,Netherlands,Hockey,Silver
Ashleigh Julia Ball,F,26.0,181.0,70.0,21.37,United Kingdom,2012,Summer,Great Britain,Hockey,Bronze
Lloy James Ball,M,36.0,203.0,95.0,23.05,United States of America,2008,Summer,United States,Volleyball,Gold
Coralie Balmy,F,25.0,180.0,67.0,20.68,France,2012,Summer,France,Swimming,Bronze
"Suzanne Elspeth ""Suzy"" Balogh",F,31.0,166.0,85.0,30.85,Australia,2004,Summer,Australia,Shooting,Gold
Oana Mihaela Ban,F,18.0,139.0,36.0,18.63,Romania,2004,Summer,Romania,Gymnastics,Gold
ver Maximiliano David Banega,M,20.0,175.0,73.0,23.84,Argentina,2008,Summer,Argentina,Football,Gold
Carlos Delvis Banteux Surez,M,21.0,174.0,69.0,22.79,Cuba,2008,Summer,Cuba,Boxing,Silver
Kayla Banwarth,F,27.0,178.0,70.0,22.09,United States of America,2016,Summer,United States,Volleyball,Bronze
Bao Yingying,F,24.0,172.0,67.0,22.65,China,2008,Summer,China,Fencing,Silver
Carina Br,F,22.0,185.0,75.0,21.91,Germany,2012,Summer,Germany,Rowing,Silver
Carina Br,F,26.0,185.0,75.0,21.91,Germany,2016,Summer,Germany,Rowing,Gold
Enik Barabs-Mironcic,F,22.0,181.0,74.0,22.59,Romania,2008,Summer,Romania,Rowing,Bronze
Samir Bara,M,38.0,188.0,95.0,26.88,Croatia,2012,Summer,Croatia,Water Polo,Gold
Xavier Barachet,M,23.0,195.0,95.0,24.98,France,2012,Summer,France,Handball,Gold
Sergey Andreyevich Baranov,M,23.0,208.0,94.0,21.73,Russia,2004,Summer,Russia,Volleyball,Bronze
Nataliya Ivanovna Baranova (Masolkina-),F,30.0,172.0,65.0,21.97,Russia,2006,Winter,Russia,Cross Country Skiing,Gold
Yelena Viktorovna Baranova,F,32.0,192.0,80.0,21.7,Russia,2004,Summer,Russia,Basketball,Bronze
Brbara Seixas de Freitas,F,29.0,178.0,67.0,21.15,Brazil,2016,Summer,Brazil-1,Beach Volleyball,Silver
Brbara Micheline do Monte Barbosa,F,20.0,171.0,71.0,24.28,Brazil,2008,Summer,Brazil,Football,Silver
Georgina Bardach Martin,F,20.0,172.0,63.0,21.3,Argentina,2004,Summer,Argentina,Swimming,Bronze
Anders Bardal,M,27.0,186.0,60.0,17.34,Norway,2010,Winter,Norway,Ski Jumping,Bronze
Anders Bardal,M,31.0,186.0,60.0,17.34,Norway,2014,Winter,Norway,Ski Jumping,Bronze
Brian David Barden,M,27.0,180.0,86.0,26.54,United States of America,2008,Summer,United States,Baseball,Bronze
Andrea Bari,M,32.0,184.0,80.0,23.63,Italy,2012,Summer,Italy,Volleyball,Bronze
Elinor Jane Barker,F,21.0,168.0,56.0,19.84,United Kingdom,2016,Summer,Great Britain,Cycling,Gold
Aleksander Barkov,M,18.0,190.0,91.0,25.21,Finland,2014,Winter,Finland,Ice Hockey,Bronze
Harrison Bryce Jordan Barnes,M,24.0,203.0,102.0,24.75,United States of America,2016,Summer,United States,Basketball,Gold
Steven John Barnett,M,25.0,174.0,75.0,24.77,Australia,2004,Summer,Australia,Diving,Bronze
Andrea Barno San Martn,F,32.0,175.0,64.0,20.9,Spain,2012,Summer,Spain,Handball,Bronze
Thomas Gabriel Jrmie Baroukh,M,28.0,183.0,70.0,20.9,France,2016,Summer,France,Rowing,Bronze
Khasan Makharbekovich Baroyev,M,21.0,188.0,120.0,33.95,Russia,2004,Summer,Russia,Wrestling,Gold
Khasan Makharbekovich Baroyev,M,25.0,188.0,120.0,33.95,Russia,2008,Summer,Russia,Wrestling,Silver
"Thomas Patrick ""Tom"" Barrasso",M,36.0,190.0,95.0,26.32,United States of America,2002,Winter,United States,Ice Hockey,Silver
Bronte Amelia Arnold Barratt,F,19.0,171.0,59.0,20.18,Australia,2008,Summer,Australia,Swimming,Gold
Bronte Amelia Arnold Barratt,F,23.0,171.0,59.0,20.18,Australia,2012,Summer,Australia,Swimming,Bronze
Bronte Amelia Arnold Barratt,F,23.0,171.0,59.0,20.18,Australia,2012,Summer,Australia,Swimming,Silver
Bronte Amelia Arnold Barratt,F,27.0,171.0,59.0,20.18,Australia,2016,Summer,Australia,Swimming,Silver
Brigetta LaShea Barrett,F,21.0,183.0,64.0,19.11,United States of America,2012,Summer,United States,Athletics,Silver
"Jennifer Mae ""Jenny"" Barringer-Simpson",F,29.0,166.0,53.0,19.23,United States of America,2016,Summer,United States,Athletics,Bronze
Mara Noel Barrionuevo,F,24.0,171.0,58.0,19.84,Argentina,2008,Summer,Argentina,Hockey,Bronze
Mara Noel Barrionuevo,F,28.0,171.0,58.0,19.84,Argentina,2012,Summer,Argentina,Hockey,Silver
Yarelis Barrios Castaeda,F,25.0,172.0,89.0,30.08,Cuba,2008,Summer,Cuba,Athletics,Silver
Zoila Barros Fernndez,F,28.0,188.0,72.0,20.37,Cuba,2004,Summer,Cuba,Volleyball,Bronze
David Barrufet Bofill,M,38.0,197.0,100.0,25.77,Spain,2008,Summer,Spain,Handball,Bronze
Jacob Jepsen Barse,M,23.0,188.0,73.0,20.65,Denmark,2012,Summer,Denmark,Rowing,Bronze
Jacob Jepsen Barse,M,27.0,188.0,73.0,20.65,Denmark,2016,Summer,Denmark,Rowing,Silver
"Corinne ""Cori"" Bartel (-Morris)",F,38.0,165.0,58.0,21.3,Canada,2010,Winter,Canada,Curling,Silver
Yan Barthelem Varela,M,24.0,172.0,48.0,16.22,Cuba,2004,Summer,Cuba,Boxing,Gold
"Donald Brian ""Don"" Bartlett",M,41.0,185.0,84.0,24.54,Canada,2002,Winter,Canada,Curling,Silver
Laura Bartlett,F,24.0,169.0,63.0,22.06,United Kingdom,2012,Summer,Great Britain,Hockey,Bronze
"Christopher Roger ""Chris"" Bartley",M,28.0,178.0,72.0,22.72,United Kingdom,2012,Summer,Great Britain,Rowing,Silver
Michiel Bernhard Emiel Marie Bartman,M,37.0,193.0,90.0,24.16,Netherlands,2004,Summer,Netherlands,Rowing,Silver
Alison Bartosik,F,21.0,172.0,64.0,21.63,United States of America,2004,Summer,United States,Synchronized Swimming,Bronze
Alison Bartosik,F,21.0,172.0,64.0,21.63,United States of America,2004,Summer,United States,Synchronized Swimming,Bronze
Saskia Bartusiak,F,33.0,170.0,60.0,20.76,Germany,2016,Summer,Germany,Football,Gold
Malin Birgitta Baryard-Johnsson,F,29.0,172.0,52.0,17.58,Sweden,2004,Summer,Sweden,Equestrianism,Silver
Varvara Borisovna Barysheva,F,28.0,168.0,62.0,21.97,Russia,2006,Winter,Russia,Speed Skating,Bronze
Anastasiya Vladimirovna Baryshnikova,F,21.0,173.0,67.0,22.39,Russia,2012,Summer,Russia,Taekwondo,Bronze
Andrea Barzagli,M,23.0,190.0,82.0,22.71,Italy,2004,Summer,Italy,Football,Bronze
Dimitri David Bascou,M,29.0,181.0,80.0,24.42,France,2016,Summer,France,Athletics,Bronze
Clara Basiana Caellas,F,21.0,170.0,39.0,13.49,Spain,2012,Summer,Spain,Synchronized Swimming,Bronze
Fabio Basile,M,21.0,160.0,66.0,25.78,Italy,2016,Summer,Italy,Judo,Gold
Gianluca Basile,M,29.0,192.0,94.0,25.5,Italy,2004,Summer,Italy,Basketball,Silver
Guillaume Bastille,M,24.0,176.0,70.0,22.6,Canada,2010,Winter,Canada,Short Track Speed Skating,Gold
Suzy Batkovic (-Brown),F,23.0,195.0,89.0,23.41,Australia,2004,Summer,Australia,Basketball,Silver
Suzy Batkovic (-Brown),F,27.0,195.0,89.0,23.41,Australia,2008,Summer,Australia,Basketball,Silver
Suzy Batkovic (-Brown),F,31.0,195.0,89.0,23.41,Australia,2012,Summer,Australia,Basketball,Bronze
Vitalina Igorevna Batsarashkina,F,19.0,162.0,60.0,22.86,Russia,2016,Summer,Russia,Shooting,Silver
Romano Battisti,M,25.0,190.0,91.0,25.21,Italy,2012,Summer,Italy,Rowing,Silver
Yelena Nikolayevna Batukhtina-Tyurina,F,33.0,184.0,82.0,24.22,Russia,2004,Summer,Russia,Volleyball,Silver
Mavlet Alavdinovich Batyrov,M,20.0,160.0,60.0,23.44,Russia,2004,Summer,Russia,Wrestling,Gold
Mavlet Alavdinovich Batyrov,M,24.0,160.0,60.0,23.44,Russia,2008,Summer,Russia,Wrestling,Gold
Anna Yevgenyevna Batyushko,F,22.0,164.0,69.0,25.65,Belarus,2004,Summer,Belarus,Weightlifting,Silver
Mathieu Albert Daniel Bauderlique,M,27.0,185.0,81.0,23.67,France,2016,Summer,France,Boxing,Bronze
Luk Bauer,M,28.0,181.0,73.0,22.28,Czechia,2006,Winter,Czech Republic,Cross Country Skiing,Silver
Luk Bauer,M,32.0,181.0,73.0,22.28,Czechia,2010,Winter,Czech Republic,Cross Country Skiing,Bronze
Luk Bauer,M,32.0,181.0,73.0,22.28,Czechia,2010,Winter,Czech Republic,Cross Country Skiing,Bronze
Robert Bauer,M,21.0,183.0,76.0,22.69,Germany,2016,Summer,Germany,Football,Silver
Viola Bauer,F,25.0,167.0,61.0,21.87,Germany,2002,Winter,Germany,Cross Country Skiing,Bronze
Viola Bauer,F,25.0,167.0,61.0,21.87,Germany,2002,Winter,Germany,Cross Country Skiing,Gold
Viola Bauer,F,29.0,167.0,61.0,21.87,Germany,2006,Winter,Germany,Cross Country Skiing,Silver
Grgory Benot Baug,M,23.0,181.0,100.0,30.52,France,2008,Summer,France,Cycling,Silver
Grgory Benot Baug,M,27.0,181.0,100.0,30.52,France,2012,Summer,France,Cycling,Silver
Grgory Benot Baug,M,27.0,181.0,100.0,30.52,France,2012,Summer,France,Cycling,Silver
Grgory Benot Baug,M,31.0,181.0,100.0,30.52,France,2016,Summer,France,Cycling,Bronze
Alex Baumann,M,28.0,181.0,100.0,30.52,Switzerland,2014,Winter,Switzerland-1,Bobsleigh,Silver
Markus Baur,M,33.0,190.0,88.0,24.38,Germany,2004,Summer,Germany,Handball,Silver
"Dorothy Lee ""Dotsie"" Bausch (Cowden-)",F,39.0,175.0,59.0,19.27,United States of America,2012,Summer,United States,Cycling,Silver
